TIME(hr:min:sec),INPUT_I(A),CHARGING_I(A),BUCK_I(A),Cell1(V),Cell2(V),V_+(V),TEMPERATURE(deg C)
00:30:00,1.055,1.171,1.292,4.257,8.404,12.597,37.619
00:30:01,1.063,1.172,1.286,4.262,8.404,12.618,37.571
00:30:02,1.049,1.175,1.181,4.259,8.395,12.597,37.550
00:30:03,1.049,1.171,1.263,4.262,8.395,12.597,37.523
00:30:04,1.046,1.169,1.200,4.259,8.413,12.583,37.510
00:30:05,1.046,1.163,1.264,4.262,8.378,12.562,37.605
00:30:06,1.046,1.168,1.193,4.258,8.413,12.597,37.673
00:30:07,1.042,1.163,1.209,4.263,8.391,12.597,37.550
00:30:08,1.042,1.163,1.263,4.262,8.413,12.611,37.523
00:30:09,1.081,1.180,1.264,4.263,8.422,12.542,37.829
00:30:10,1.062,1.168,1.262,4.262,8.400,12.909,38.217
00:30:11,1.062,1.160,1.226,4.262,8.413,12.604,37.455
00:30:12,1.049,1.176,1.266,4.277,8.413,12.604,37.952
00:30:13,1.054,1.162,1.249,4.262,8.413,12.597,38.271
00:30:14,1.052,1.160,1.260,4.262,8.413,12.597,37.727
00:30:15,1.052,1.156,1.235,4.257,8.404,12.583,37.673
00:30:16,1.047,1.160,1.168,4.255,8.391,12.555,37.557
00:30:17,1.047,1.160,1.277,4.262,8.400,12.604,37.428
00:30:18,1.044,1.160,1.285,4.262,8.413,12.611,37.367
00:30:19,1.044,1.231,1.315,4.250,8.382,12.569,37.428
00:30:20,1.044,1.156,1.230,4.258,8.404,12.597,37.462
00:30:21,1.041,1.157,1.228,4.262,8.413,12.597,37.346
00:30:22,1.036,1.152,1.236,4.263,8.391,12.680,37.448
00:30:23,1.036,1.156,1.186,4.258,8.404,12.597,37.455
00:30:24,1.039,1.144,1.278,4.244,8.373,12.535,37.469
00:30:25,1.036,1.151,1.212,4.263,8.404,12.569,37.401
00:30:26,1.036,1.151,1.245,4.262,8.413,12.555,37.455
00:30:27,1.034,1.150,1.248,4.259,8.404,12.597,37.510
00:30:28,1.038,1.148,1.232,4.251,8.355,12.569,37.510
00:30:29,1.038,1.143,1.255,4.258,8.413,12.597,37.639
00:30:30,1.029,1.140,1.255,4.262,8.400,12.597,37.659
00:30:31,1.018,1.134,1.200,4.262,8.413,12.597,37.693
00:30:32,1.036,1.145,1.248,4.262,8.422,12.611,37.244
00:30:33,1.036,1.157,1.242,4.257,8.413,12.604,38.224
00:30:34,1.057,1.143,1.191,4.262,8.413,12.597,37.653
00:30:35,1.028,1.143,1.220,4.309,8.422,12.611,37.476
00:30:36,1.028,1.144,1.205,4.262,8.413,12.597,37.564
00:30:37,1.028,1.143,1.246,4.262,8.413,12.604,37.421
00:30:38,1.032,1.135,1.251,4.257,8.404,12.597,37.367
00:30:39,1.032,1.140,1.267,4.263,8.409,12.604,37.367
00:30:40,1.022,1.141,1.190,4.263,8.404,12.375,37.836
00:30:41,1.026,1.136,1.220,4.262,8.400,12.597,37.428
00:30:42,1.021,1.136,1.196,4.261,8.409,12.597,37.421
00:30:43,1.024,1.129,1.263,4.243,8.378,12.562,37.374
00:30:44,1.016,1.136,1.113,4.251,8.391,12.569,37.448
00:30:45,1.018,1.131,1.222,4.262,8.400,12.597,37.482
00:30:46,1.018,1.122,1.186,4.258,8.413,12.597,37.523
00:30:47,1.007,1.145,1.232,4.262,8.413,12.597,37.945
00:30:48,1.025,1.121,1.246,4.251,8.387,12.569,38.081
00:30:49,1.044,1.137,1.173,4.250,8.382,12.569,37.659
00:30:50,1.023,1.128,1.212,4.262,8.404,12.597,38.122
00:30:51,1.023,1.132,1.257,4.262,8.413,12.604,37.469
00:30:52,1.025,1.132,1.223,4.262,8.413,12.673,37.346
00:30:53,1.017,1.129,1.247,4.238,8.378,12.562,37.238
00:30:54,1.017,1.129,1.162,4.250,8.360,12.535,37.217
00:30:55,1.017,1.134,1.205,4.262,8.413,12.597,37.326
00:30:56,1.017,1.120,1.147,4.258,8.413,12.604,37.312
00:30:57,1.002,1.109,1.183,4.246,8.391,12.597,37.251
00:30:58,1.012,1.123,1.194,4.262,8.404,12.597,37.387
00:30:59,1.012,1.120,1.160,4.258,8.413,12.597,37.312
00:31:00,1.026,1.126,1.208,4.264,8.413,12.597,37.571
00:31:01,1.026,1.111,1.260,4.263,8.413,12.583,38.006
00:31:02,1.014,1.119,1.227,4.262,8.413,12.604,37.523
00:31:03,1.010,1.120,1.214,4.262,8.413,12.597,37.319
00:31:04,1.010,1.119,1.189,4.258,8.413,12.604,37.462
00:31:05,1.008,1.120,1.223,4.258,8.413,12.611,37.510
00:31:06,1.012,1.119,1.223,4.258,8.404,12.597,37.510
00:31:07,1.011,1.116,1.239,4.259,8.413,12.597,37.387
00:31:08,1.007,1.114,1.226,4.262,8.409,12.597,37.374
00:31:09,1.007,1.114,1.125,4.258,8.413,12.597,37.346
00:31:10,1.000,1.051,1.251,4.249,8.378,12.555,37.353
00:31:11,0.999,1.112,1.209,4.261,8.167,12.819,37.306
00:31:12,1.017,1.117,1.176,4.262,8.400,12.597,37.455
00:31:13,1.017,1.113,1.215,4.258,8.413,12.611,37.639
00:31:14,1.006,1.113,1.215,4.262,8.413,12.375,37.238
00:31:15,1.002,1.110,1.256,4.242,8.355,12.562,37.333
00:31:16,1.002,1.116,1.211,4.258,8.413,12.597,37.326
00:31:17,1.011,1.108,1.217,4.258,8.413,12.604,37.353
00:31:18,0.999,1.105,1.220,4.246,8.387,12.583,37.306
00:31:19,0.999,1.108,1.215,4.258,8.413,12.604,37.346
00:31:20,0.999,1.216,1.257,4.249,8.387,12.569,37.455
00:31:21,0.999,1.098,1.226,4.254,8.413,12.597,37.292
00:31:22,0.995,1.105,1.183,4.263,8.409,12.486,37.945
00:31:23,1.003,1.104,1.219,4.259,8.400,12.583,37.482
00:31:24,1.003,1.104,1.197,4.259,8.413,12.597,37.394
00:31:25,0.996,1.099,1.206,4.257,8.404,12.590,37.360
00:31:26,0.986,1.105,1.170,4.256,8.400,12.597,37.442
00:31:27,0.981,1.098,1.165,4.258,8.404,12.604,37.333
00:31:28,0.986,1.099,1.203,4.261,8.409,12.604,37.265
00:31:29,0.999,1.099,1.180,4.257,8.413,12.597,37.857
00:31:30,0.999,1.102,1.175,4.259,8.413,12.611,37.204
00:31:31,0.997,1.094,1.217,4.255,8.391,12.583,37.170
00:31:32,0.997,1.101,1.171,4.258,8.413,12.597,37.258
00:31:33,0.989,1.093,1.188,4.255,8.391,12.590,37.251
00:31:34,0.989,1.089,1.312,4.249,8.395,12.583,37.204
00:31:35,1.004,1.097,1.207,4.224,8.516,12.555,37.972
00:31:36,0.990,1.096,1.213,4.262,8.409,12.604,37.333
00:31:37,0.975,1.091,1.121,4.259,8.409,12.597,37.319
00:31:38,0.975,1.091,1.178,4.257,8.413,12.562,37.299
00:31:39,0.988,1.085,1.165,4.257,8.413,12.597,37.333
00:31:40,0.999,1.091,1.170,4.259,8.400,12.597,37.945
00:31:41,0.999,1.094,1.163,4.257,8.395,12.597,38.074
00:31:42,0.983,1.088,1.192,4.261,8.404,12.597,37.442
00:31:43,0.983,1.071,1.242,4.225,8.387,12.569,37.367
00:31:44,0.977,1.091,1.102,4.259,8.400,12.597,37.340
00:31:45,0.978,1.088,1.131,4.261,8.404,12.625,37.469
00:31:46,0.982,1.088,1.187,4.259,8.413,12.597,37.312
00:31:47,0.982,1.086,1.211,4.259,8.413,12.611,37.523
00:31:48,0.978,1.085,1.194,4.262,8.422,12.611,37.380
00:31:49,0.977,1.085,1.147,4.261,8.404,12.597,37.258
00:31:50,0.977,1.085,1.150,4.258,8.413,12.597,37.299
00:31:51,0.976,1.083,1.207,4.262,8.404,12.604,37.292
00:31:52,0.976,1.077,1.174,4.254,8.413,12.569,37.374
00:31:53,0.967,1.080,1.128,4.257,8.413,12.604,37.333
00:31:54,0.967,1.076,1.163,4.258,8.413,12.611,37.476
00:31:55,0.970,1.082,1.130,4.255,8.413,12.604,37.414
00:31:56,0.973,1.073,1.168,4.255,8.391,12.576,37.523
00:31:57,0.973,1.079,1.189,4.259,8.413,12.618,37.523
00:31:58,0.976,1.079,1.134,4.258,8.413,12.611,37.442
00:31:59,0.962,1.074,1.155,4.261,8.409,12.597,37.428
00:32:00,0.957,1.074,1.102,4.257,8.422,12.562,37.523
00:32:01,0.964,1.069,1.148,4.258,8.404,12.597,37.360
00:32:02,0.964,1.073,1.169,4.258,8.413,12.604,37.428
00:32:03,0.965,1.071,1.145,4.259,8.413,12.611,37.360
00:32:04,0.965,1.070,1.223,4.252,8.413,12.604,37.333
00:32:05,0.967,1.065,1.213,4.245,8.395,12.583,37.421
00:32:06,0.967,1.074,1.141,4.258,8.413,12.604,37.462
00:32:07,0.961,1.063,1.181,4.249,8.391,12.583,37.401
00:32:08,0.960,1.058,1.191,4.259,8.422,12.597,37.544
00:32:09,0.960,1.069,1.119,4.258,8.413,12.611,37.428
00:32:10,0.965,1.069,1.161,4.262,8.382,12.542,37.265
00:32:11,0.965,1.058,1.186,4.249,8.404,12.597,37.584
00:32:12,0.979,1.071,1.123,4.258,8.413,12.611,37.782
00:32:13,0.973,1.070,1.145,4.258,8.413,12.604,38.271
00:32:14,0.976,1.058,1.174,4.252,8.413,12.604,37.605
00:32:15,0.955,1.064,1.114,4.259,8.400,12.590,37.591
00:32:16,0.955,1.061,1.186,4.257,8.440,12.562,37.537
00:32:17,0.950,1.061,1.166,4.259,8.431,12.597,37.530
00:32:18,0.950,1.061,1.131,4.258,8.413,12.604,37.530
00:32:19,0.953,1.062,1.107,4.257,8.413,12.611,37.510
00:32:20,0.955,1.059,1.149,4.257,8.400,12.597,37.462
00:32:21,0.955,1.056,1.156,4.258,8.413,12.569,37.408
00:32:22,0.947,1.058,1.154,4.258,8.413,12.611,37.510
00:32:23,0.949,1.017,1.132,4.246,8.404,12.583,37.346
00:32:24,0.947,1.057,1.150,4.259,8.378,12.555,37.380
00:32:25,0.947,1.053,1.154,4.257,8.413,12.611,37.455
00:32:26,0.948,1.045,1.162,4.246,8.404,12.583,37.442
00:32:27,0.948,1.055,1.180,4.257,8.413,12.611,37.510
00:32:28,0.950,1.045,1.249,4.249,8.395,12.576,37.612
00:32:29,0.950,1.049,1.174,4.257,8.422,12.597,37.619
00:32:30,0.947,1.052,1.136,4.259,8.422,12.597,37.530
00:32:31,0.947,1.049,1.189,4.258,8.413,12.639,37.455
00:32:32,0.944,1.052,1.181,4.258,8.360,12.597,37.639
00:32:33,0.946,1.045,1.060,4.255,8.391,12.597,37.448
00:32:34,0.947,1.049,1.134,4.257,8.422,12.611,37.387
00:32:35,0.946,1.040,1.178,4.254,8.404,12.597,37.251
00:32:36,0.938,1.051,1.147,4.236,8.378,12.583,37.183
00:32:37,0.944,1.046,1.182,4.237,8.387,12.597,37.265
00:32:38,0.944,1.045,1.131,4.257,8.404,12.597,37.306
00:32:39,0.944,1.045,1.119,4.257,8.413,12.597,37.149
00:32:40,0.946,1.042,1.144,4.258,8.409,12.604,37.074
00:32:41,0.946,1.040,1.202,4.244,8.395,12.576,37.401
00:32:42,0.934,1.045,1.091,4.257,8.413,12.597,37.312
00:32:43,0.944,1.041,1.140,4.259,8.404,12.604,37.360
00:32:44,0.933,1.041,1.117,4.261,8.409,12.625,37.231
00:32:45,0.944,1.041,1.167,4.262,8.409,12.555,37.122
00:32:46,0.949,1.042,1.156,4.244,8.248,12.569,37.367
00:32:47,0.950,1.042,1.138,4.257,8.413,12.597,37.965
00:32:48,0.940,1.041,1.087,4.257,8.400,12.583,37.993
00:32:49,0.938,1.039,1.097,4.259,8.404,12.597,37.374
00:32:50,0.939,1.017,1.146,4.250,8.391,12.569,37.210
00:32:51,0.928,1.036,1.053,4.248,8.413,12.583,37.244
00:32:52,0.936,1.032,1.154,4.258,8.409,12.625,37.251
00:32:53,0.942,1.037,1.122,4.261,8.409,12.625,37.142
00:32:54,0.942,1.049,1.094,4.257,8.413,12.604,37.734
00:32:55,0.941,1.036,1.141,4.258,8.413,12.604,37.850
00:32:56,0.934,1.033,1.150,4.262,8.413,12.625,37.292
00:32:57,0.934,1.031,1.143,4.257,8.413,12.597,37.170
00:32:58,0.926,1.033,1.084,4.259,8.409,12.549,37.224
00:32:59,0.926,1.017,1.102,4.246,8.400,12.569,37.040
00:33:00,0.927,1.015,0.991,4.255,8.378,12.562,37.088
00:33:01,0.927,1.028,1.141,4.258,8.395,12.604,37.081
00:33:02,0.931,1.029,1.124,4.259,8.409,12.604,37.210
00:33:03,0.927,1.031,1.116,4.259,8.395,12.618,37.190
00:33:04,0.940,1.032,1.102,4.258,8.409,12.625,37.904
00:33:05,0.926,1.028,1.123,4.258,8.409,12.625,37.687
00:33:06,0.926,1.025,1.095,4.257,8.413,12.597,37.292
00:33:07,0.923,1.025,1.096,4.259,8.409,12.604,37.183
00:33:08,0.923,1.025,1.101,4.248,8.404,12.597,37.095
00:33:09,0.924,1.019,1.117,4.252,8.413,12.597,37.156
00:33:10,0.927,1.010,1.128,4.244,8.413,12.597,37.108
00:33:11,0.918,1.019,1.116,4.259,8.413,12.597,37.210
00:33:12,0.918,1.022,1.098,4.257,8.413,12.604,37.095
00:33:13,0.921,1.019,0.875,4.254,8.395,12.597,37.074
00:33:14,0.924,1.015,1.134,4.254,8.413,12.597,37.034
00:33:15,0.915,1.019,1.091,4.257,8.413,12.597,37.102
00:33:16,0.917,1.019,1.101,4.259,8.413,12.583,37.068
00:33:17,0.917,1.022,1.102,4.257,8.413,12.604,37.034
00:33:18,0.916,1.016,1.132,4.230,8.422,12.625,37.142
00:33:19,0.906,1.013,1.080,4.258,8.409,12.625,37.204
00:33:20,0.906,1.019,1.076,4.257,8.413,12.618,37.156
00:33:21,0.920,1.012,1.081,4.252,8.400,12.597,37.115
00:33:22,0.893,1.009,1.124,4.246,8.391,12.583,37.115
00:33:23,0.927,1.018,1.083,4.257,8.422,12.604,37.510
00:33:24,0.916,1.014,1.051,4.258,8.409,12.625,37.850
00:33:25,0.915,1.013,1.117,4.258,8.409,12.604,37.231
00:33:26,0.906,1.010,1.062,4.256,8.409,12.597,37.142
00:33:27,0.912,0.999,1.147,4.252,8.413,12.583,37.047
00:33:28,0.911,1.013,1.081,4.259,8.418,12.597,37.102
00:33:29,0.910,1.004,1.161,4.246,8.387,12.569,37.040
00:33:30,0.910,1.012,1.092,4.243,8.395,12.604,37.074
00:33:31,0.909,1.000,1.083,4.252,8.413,12.604,37.142
00:33:32,0.907,1.004,1.117,4.257,8.422,12.611,37.020
00:33:33,0.906,1.007,1.093,4.261,8.409,12.555,37.074
00:33:34,0.899,1.000,1.074,4.258,8.409,12.611,37.088
00:33:35,0.899,1.010,1.045,4.244,8.404,12.604,37.047
00:33:36,0.904,0.999,1.117,4.251,8.404,12.597,37.095
00:33:37,0.896,1.002,1.048,4.259,8.409,12.597,37.156
00:33:38,0.892,1.002,0.987,4.259,8.409,12.597,37.210
00:33:39,0.897,1.004,1.029,4.259,8.409,12.597,37.197
00:33:40,0.894,0.999,1.050,4.259,8.409,12.597,37.115
00:33:41,0.894,1.004,1.082,4.257,8.413,12.604,37.857
00:33:42,0.904,0.997,1.046,4.259,8.422,12.590,36.993
00:33:43,0.904,0.994,1.093,4.257,8.413,12.604,36.979
00:33:44,0.892,1.000,1.033,4.378,8.378,12.562,36.911
00:33:45,0.894,0.984,1.146,4.246,8.387,12.569,36.816
00:33:46,0.894,1.001,1.070,4.257,8.413,12.604,37.292
00:33:47,0.910,0.996,1.098,4.258,8.422,12.569,36.857
00:33:48,0.894,0.996,1.074,4.257,8.378,12.562,36.823
00:33:49,0.901,1.010,1.112,4.243,8.413,12.597,36.823
00:33:50,0.887,0.996,1.004,4.257,8.409,12.604,36.952
00:33:51,0.887,0.994,1.045,4.257,8.413,12.604,36.986
00:33:52,0.905,0.989,1.108,4.254,8.404,12.597,37.197
00:33:53,0.905,0.996,1.062,4.257,8.413,12.611,37.149
00:33:54,0.894,1.117,1.160,4.242,8.413,12.576,36.979
00:33:55,0.894,0.989,1.079,4.246,8.391,12.576,37.074
00:33:56,0.889,0.994,1.056,4.257,8.422,12.611,37.088
00:33:57,0.896,0.987,1.105,4.259,8.409,12.597,36.952
00:33:58,0.886,0.987,1.048,4.249,8.409,12.604,37.095
00:33:59,0.895,0.990,1.062,4.257,8.422,12.597,37.129
00:34:00,0.891,0.987,1.128,4.243,8.378,12.555,36.891
00:34:01,0.891,0.989,1.043,4.257,8.413,12.597,36.932
00:34:02,0.891,0.985,1.090,4.239,8.395,12.590,36.911
00:34:03,0.880,0.979,1.061,4.252,8.413,12.611,37.000
00:34:04,0.880,0.978,1.097,4.249,8.404,12.597,36.972
00:34:05,0.887,0.981,1.044,4.259,8.409,12.597,36.938
00:34:06,0.887,0.985,1.048,4.257,8.413,12.618,36.864
00:34:07,0.888,0.979,1.114,4.184,8.378,12.555,36.979
00:34:08,0.888,0.984,1.071,4.257,8.413,12.604,36.959
00:34:09,0.878,0.980,1.033,4.249,8.391,12.569,36.932
00:34:10,0.878,0.981,1.053,4.248,8.413,12.576,37.571
00:34:11,0.888,0.978,1.105,4.248,8.395,12.583,36.938
00:34:12,0.888,0.979,1.094,4.255,8.422,12.604,36.986
00:34:13,0.884,0.981,1.058,4.258,8.409,12.597,37.047
00:34:14,0.884,0.978,1.055,4.257,8.413,12.604,36.911
00:34:15,0.883,0.975,1.076,4.255,8.422,12.611,37.183
00:34:16,0.883,0.976,1.065,4.255,8.413,12.611,36.904
00:34:17,0.883,0.970,1.071,4.254,8.413,12.597,36.972
00:34:18,0.884,0.980,1.050,4.257,8.409,12.597,36.775
00:34:19,0.878,0.965,1.090,4.251,8.400,12.597,36.898
00:34:20,0.883,0.976,1.014,4.251,8.404,12.597,37.530
00:34:21,0.875,0.972,1.062,4.257,8.395,12.583,36.918
00:34:22,0.875,0.967,1.022,4.244,8.404,12.597,36.802
00:34:23,0.878,0.965,1.095,4.251,8.404,12.625,36.762
00:34:24,0.877,0.971,1.034,4.258,8.409,12.625,37.530
00:34:25,0.877,0.972,0.973,4.257,8.413,12.604,36.932
00:34:26,0.869,0.965,1.068,4.251,8.413,12.611,36.870
00:34:27,0.878,0.972,1.040,4.248,8.404,12.611,36.952
00:34:28,0.868,0.968,1.040,4.258,8.422,12.597,36.877
00:34:29,0.868,0.964,1.024,4.257,8.422,12.611,37.346
00:34:30,0.866,0.961,1.033,4.257,8.413,12.597,37.088
00:34:31,0.871,0.974,1.114,4.243,8.373,12.569,37.006
00:34:32,0.871,0.957,1.037,4.252,8.413,12.604,37.040
00:34:33,0.866,0.964,1.070,4.252,8.413,12.604,37.074
00:34:34,0.886,0.976,1.039,4.252,8.422,12.597,37.183
00:34:35,0.872,0.956,1.083,4.258,8.395,12.562,36.918
00:34:36,0.871,0.962,1.080,4.258,8.422,12.625,36.898
00:34:37,0.875,0.956,1.059,4.249,8.404,12.597,36.932
00:34:38,0.875,0.958,1.067,4.250,8.413,12.604,36.959
00:34:39,0.869,0.951,1.071,4.361,8.395,12.562,36.911
00:34:40,0.869,0.961,0.979,4.257,8.422,12.611,36.816
00:34:41,0.866,0.958,1.078,4.258,8.409,12.597,36.952
00:34:42,0.866,0.957,1.062,4.257,8.422,12.611,36.959
00:34:43,0.863,0.960,0.973,4.258,8.422,12.604,37.292
00:34:44,0.854,0.958,1.009,4.257,8.422,12.611,36.959
00:34:45,0.865,0.958,1.053,4.257,8.422,12.611,37.129
00:34:46,0.862,0.958,1.013,4.257,8.409,12.597,37.163
00:34:47,0.862,0.956,0.957,4.257,8.413,12.611,37.149
00:34:48,0.852,0.957,0.964,4.257,8.422,12.618,37.129
00:34:49,0.862,0.949,1.072,4.251,8.404,12.597,37.088
00:34:50,0.862,0.957,1.022,4.257,8.422,12.618,37.115
00:34:51,0.862,0.955,0.985,4.239,8.395,12.625,37.775
00:34:52,0.863,0.949,1.067,4.252,8.413,12.611,37.136
00:34:53,0.857,0.952,1.004,4.256,8.404,12.597,37.040
00:34:54,0.857,0.951,1.062,4.257,8.422,12.618,37.020
00:34:55,0.854,0.950,1.005,4.257,8.413,12.611,37.020
00:34:56,0.854,0.946,1.103,4.255,8.422,12.618,36.979
00:34:57,0.857,0.948,1.045,4.257,8.409,12.604,37.115
00:34:58,0.857,0.951,1.032,4.259,8.431,12.604,37.163
00:34:59,0.857,0.936,1.007,4.243,8.413,12.597,37.149
00:35:00,0.849,0.947,1.015,4.257,8.422,12.611,37.047
00:35:01,0.848,0.950,0.970,4.256,8.409,12.604,37.115
00:35:02,0.850,0.944,1.057,4.245,8.395,12.583,37.183
00:35:03,0.859,0.949,1.025,4.256,8.409,12.625,37.360
00:35:04,0.850,0.946,1.010,4.256,8.409,12.625,37.306
00:35:05,0.855,0.940,1.053,4.256,8.404,12.597,37.292
00:35:06,0.855,0.945,1.027,4.257,8.422,12.549,37.197
00:35:07,0.851,0.942,1.024,4.255,8.422,12.611,37.115
00:35:08,0.851,0.945,0.987,4.249,8.413,12.618,37.088
00:35:09,0.841,0.942,0.953,4.255,8.431,12.604,37.197
00:35:10,0.853,0.935,1.058,4.216,8.387,12.569,37.673
00:35:11,0.853,0.939,1.048,4.252,8.422,12.611,37.095
00:35:12,0.839,0.940,0.959,4.256,8.413,12.604,36.959
00:35:13,0.849,0.930,1.073,4.248,8.413,12.583,36.945
00:35:14,0.841,0.937,1.037,4.256,8.418,12.597,36.932
00:35:15,0.841,0.932,1.033,4.252,8.413,12.604,36.979
00:35:16,0.840,0.935,1.049,4.248,8.395,12.542,36.945
00:35:17,0.840,0.938,1.012,4.252,8.413,12.611,37.149
00:35:18,0.839,0.936,0.981,4.256,8.409,12.604,37.061
00:35:19,0.836,0.935,0.997,4.258,8.422,12.569,36.925
00:35:20,0.843,0.929,1.062,4.241,8.395,12.562,36.993
00:35:21,0.843,0.930,0.999,4.251,8.422,12.604,37.129
00:35:22,0.838,0.927,1.048,4.249,8.404,12.597,37.727
00:35:23,0.852,0.930,1.000,4.257,8.422,12.604,37.136
00:35:24,0.832,0.928,1.017,4.256,8.409,12.625,36.966
00:35:25,0.837,0.933,0.984,4.257,8.422,12.611,36.945
00:35:26,0.837,0.927,1.025,4.251,8.413,12.597,36.911
00:35:27,0.832,0.924,0.992,4.251,8.400,12.597,36.802
00:35:28,0.832,0.924,1.025,4.248,8.413,12.597,36.707
00:35:29,0.829,0.930,0.940,4.255,8.409,12.597,36.857
00:35:30,0.836,0.930,1.010,4.249,8.391,12.569,37.414
00:35:31,0.828,0.927,0.966,4.257,8.458,12.611,36.755
00:35:32,0.828,0.927,1.048,4.257,8.422,12.576,36.605
00:35:33,0.837,0.924,1.018,4.257,8.422,12.611,36.748
00:35:34,0.836,0.926,1.002,4.254,0.992,12.611,36.714
00:35:35,0.831,0.924,0.979,4.259,8.409,12.597,36.734
00:35:36,0.831,0.917,1.027,4.248,8.413,12.597,37.510
00:35:37,0.830,0.921,0.982,4.256,8.422,12.625,36.816
00:35:38,0.830,0.921,0.942,4.257,8.422,12.611,36.775
00:35:39,0.838,0.913,1.027,4.246,8.319,12.597,36.789
00:35:40,0.838,0.921,0.987,4.257,0.956,12.604,36.755
00:35:41,0.831,0.920,1.022,4.257,8.422,12.611,36.680
00:35:42,0.831,0.921,0.976,4.257,8.422,12.611,36.816
00:35:43,0.823,0.923,0.946,4.255,8.422,12.604,36.700
00:35:44,0.823,0.910,1.027,4.248,8.404,12.583,36.714
00:35:45,0.823,0.920,0.947,4.256,8.409,12.597,36.707
00:35:46,0.817,0.916,0.933,4.256,8.422,12.625,36.748
00:35:47,0.817,0.918,0.965,4.257,8.369,12.521,37.312
00:35:48,0.828,0.908,0.991,4.257,8.422,12.611,36.782
00:35:49,0.815,0.915,0.916,4.256,8.422,12.625,36.687
00:35:50,0.815,0.905,1.009,4.252,8.413,12.611,36.762
00:35:51,0.818,0.911,0.976,4.257,8.431,12.611,36.823
00:35:52,0.818,0.908,1.022,4.257,8.422,12.576,36.660
00:35:53,0.811,0.908,0.933,4.256,8.418,12.604,36.830
00:35:54,0.811,0.906,0.973,4.257,8.422,12.618,37.217
00:35:55,0.815,0.908,1.031,4.257,8.199,12.604,36.959
00:35:56,0.818,0.907,0.961,4.254,8.422,12.611,36.993
00:35:57,0.817,0.904,0.976,4.249,8.413,12.604,36.918
00:35:58,0.814,0.899,0.963,4.249,8.413,12.604,36.972
00:35:59,0.818,0.904,0.985,4.255,8.422,12.611,37.040
00:36:00,0.815,0.896,1.019,4.250,8.413,12.576,36.945
00:36:01,0.816,0.904,1.013,4.256,8.418,12.611,36.830
00:36:02,0.812,0.904,0.953,4.264,8.422,12.576,36.830
00:36:03,0.809,0.907,0.918,4.256,8.422,12.625,36.816
00:36:04,0.808,0.904,0.954,4.255,8.431,12.611,36.823
00:36:05,0.816,0.891,1.045,4.245,8.409,12.576,37.319
00:36:06,0.816,0.904,0.939,4.243,8.395,12.597,36.714
00:36:07,0.808,0.902,0.942,4.255,8.431,12.604,36.775
00:36:08,0.808,0.897,0.987,4.254,8.422,12.604,36.898
00:36:09,0.812,0.901,0.972,4.254,8.422,12.611,37.190
00:36:10,0.812,0.898,1.008,4.254,8.431,12.618,36.877
00:36:11,0.809,0.895,1.043,4.245,8.395,12.562,36.864
00:36:12,0.809,0.901,0.918,4.254,8.431,12.611,36.877
00:36:13,0.805,0.875,1.004,4.239,8.378,12.583,36.802
00:36:14,0.802,0.896,0.993,4.257,8.431,12.562,36.952
00:36:15,0.807,0.913,0.999,4.434,8.387,12.569,36.823
00:36:16,0.802,0.894,0.968,4.256,8.409,12.604,36.884
00:36:17,0.808,0.892,1.003,4.252,8.422,12.611,36.938
00:36:18,0.808,0.893,0.960,4.254,8.422,12.611,36.904
00:36:19,0.806,0.885,1.010,4.250,8.400,12.604,36.741
00:36:20,0.806,0.889,0.997,4.254,8.431,12.611,36.734
00:36:21,0.803,0.890,1.002,4.257,8.422,12.611,36.598
00:36:22,0.794,0.889,0.948,4.257,8.382,12.625,36.666
00:36:23,0.794,0.892,0.970,4.257,8.413,12.562,36.612
00:36:24,0.799,0.889,0.960,4.252,8.422,12.604,36.721
00:36:25,0.791,0.889,0.895,4.255,8.431,12.611,36.707
00:36:26,0.808,0.889,0.985,4.248,8.413,12.562,37.095
00:36:27,0.808,0.889,0.960,4.257,8.422,12.424,36.802
00:36:28,0.798,0.885,0.944,4.252,8.431,12.611,36.714
00:36:29,0.799,0.884,0.965,4.255,8.418,12.611,36.680
00:36:30,0.793,0.881,0.984,4.252,8.422,12.618,36.714
00:36:31,0.801,0.885,0.962,4.255,8.409,12.604,36.830
00:36:32,0.799,0.877,1.000,4.248,8.413,12.597,36.748
00:36:33,0.793,0.887,0.927,4.256,8.422,12.625,36.768
00:36:34,0.788,0.877,0.953,4.250,8.422,12.597,36.789
00:36:35,0.788,0.884,0.904,4.254,8.422,12.611,36.768
00:36:36,0.795,0.881,0.924,4.257,8.422,12.604,36.639
00:36:37,0.793,0.880,0.948,4.256,8.422,12.625,36.551
00:36:38,0.803,0.879,0.973,4.251,8.409,12.604,36.721
00:36:39,0.803,0.883,0.938,4.257,8.431,12.625,36.639
00:36:40,0.791,0.882,0.921,4.256,8.418,12.611,36.469
00:36:41,0.791,0.884,0.886,4.254,8.431,12.618,37.265
00:36:42,0.791,0.882,0.939,4.254,8.422,12.611,36.558
00:36:43,0.793,0.880,0.956,4.256,8.422,12.625,36.639
00:36:44,0.793,0.880,0.910,4.252,8.413,12.618,36.605
00:36:45,0.788,0.880,0.946,4.248,8.395,12.590,36.564
00:36:46,0.781,0.877,0.915,4.255,8.498,12.590,36.571
00:36:47,0.795,0.883,0.944,4.255,8.431,12.618,37.346
00:36:48,0.783,0.873,0.908,4.254,8.422,12.625,36.714
